2.546,6.3796,59.633,1,1,1979
2.4259,6.4604,56.397,1,1,1979
2.2847,6.4776,52.123,1,1,1979
2.0532,6.4815,46.773,1,1,1979
1.744,6.352,39.665,1,1,1979
1.5297,6.0927,34.094,1,1,1979
1.2979,5.8931,29.744,1,1,1979
1.1133,5.7321,25.294,1,1,1979
0.98875,5.6703,19.943,2,1,1979
0.92472,5.6062,15.252,2,1,1979
0.87989,5.6752,11.269,2,1,1979
0.87246,5.7639,9.182,2,1,1979
0.78945,5.8713,6.8309,2,1,1979
0.7835,5.9487,4.3534,2,1,1979
0.81598,6.0322,1.5683,2,1,1979
0.87029,6.0754,357.53,2,1,1979
0.90734,6.0489,353.04,3,1,1979
0.95136,5.7625,347.73,3,1,1979
0.92323,5.7803,345.62,3,1,1979
0.87761,5.8636,346.89,3,1,1979
0.93352,5.7067,359.82,3,1,1979
0.99378,5.4706,13.522,3,1,1979
0.97137,5.3773,16.411,3,1,1979
0.92735,5.3946,15.049,3,1,1979
0.89304,5.5104,12.994,4,1,1979
0.88504,5.535,12.538,4,1,1979
0.86983,5.5424,13.5,4,1,1979
0.81643,5.6238,12.374,4,1,1979
0.75389,5.7198,10.44,4,1,1979
0.71215,5.6935,8.7096,4,1,1979
0.7221,5.447,7.3582,4,1,1979
0.74314,5.3265,6.6166,4,1,1979
0.85908,5.2941,6.1662,5,1,1979
1.1591,5.4954,4.6665,5,1,1979
1.5498,5.8848,3.458,5,1,1979
1.862,6.3699,2.5736,5,1,1979
2.1349,6.7953,2.3154,5,1,1979
2.4001,6.9769,0.75526,5,1,1979
2.3988,7.0524,0.19494,5,1,1979
2.1354,6.8892,0.2279,5,1,1979
1.7502,6.6665,0.73878,6,1,1979
1.4426,6.3315,359.95,6,1,1979
1.2362,5.9213,358.69,6,1,1979
1.0345,5.6841,357.81,6,1,1979
0.87841,5.4287,356.28,6,1,1979
0.81803,4.9414,349.14,6,1,1979
0.7731,4.6206,340.52,6,1,1979
0.68208,4.4331,333.77,6,1,1979
0.71547,4.1257,311.74,7,1,1979
0.76852,4.1149,294.1,7,1,1979
0.8616,4.1622,270.48,7,1,1979
1.183,4.2806,236.9,7,1,1979
1.5153,4.6814,221.57,7,1,1979
1.7482,4.8914,217.21,7,1,1979
1.8282,5.0834,218.55,7,1,1979
1.7153,5.1451,228.64,7,1,1979
1.5954,5.2393,244.53,8,1,1979
1.3984,5.3084,257.31,8,1,1979
1.2617,5.191,265.41,8,1,1979
1.1477,5.0987,274.02,8,1,1979
1.1329,4.9593,277.6,8,1,1979
1.0803,5.0231,282.23,8,1,1979
0.95193,5.1575,287.27,8,1,1979
0.84891,5.0052,286.51,8,1,1979
0.8042,4.7102,286.86,9,1,1979
0.80546,4.5637,289.33,9,1,1979
0.75069,4.6227,290.54,9,1,1979
0.70827,4.6861,290.66,9,1,1979
0.65293,4.7443,288.11,9,1,1979
0.58398,4.7373,285.76,9,1,1979
0.52955,4.493,273.38,9,1,1979
0.55425,4.0842,245.91,9,1,1979
0.60536,3.8294,229.66,10,1,1979
0.63314,3.6081,216.43,10,1,1979
0.6232,3.4551,218.74,10,1,1979
0.69729,3.3456,240.7,10,1,1979
1.0624,4.0222,269.17,10,1,1979
1.1561,4.7218,280.83,10,1,1979
0.98966,4.9879,284.93,10,1,1979
0.81678,4.951,284.65,10,1,1979
0.69409,4.7233,277.39,11,1,1979
0.6862,4.2733,249.58,11,1,1979
0.71181,4.041,234.08,11,1,1979
0.78065,3.6713,131.73,11,1,1979
0.82112,3.6139,121.54,11,1,1979
0.7859,3.5914,110.29,11,1,1979
0.78522,3.6485,98.625,11,1,1979
0.7245,3.7856,89.236,11,1,1979
0.65132,3.8907,84.007,12,1,1979
0.64949,3.8508,81.007,12,1,1979
0.57895,3.8868,83.139,12,1,1979
0.58866,3.6538,117.61,12,1,1979
0.59678,3.6639,168.33,12,1,1979
0.52269,3.6912,175.95,12,1,1979
0.50828,3.5865,172.06,12,1,1979
0.55391,3.5196,174.42,12,1,1979
0.55162,3.5644,181.6,13,1,1979
0.52258,3.5039,180.28,13,1,1979
0.48198,3.3628,176.06,13,1,1979
0.42801,3.2523,178.94,13,1,1979
0.3665,3.0634,183.18,13,1,1979
0.31093,2.8789,185.63,13,1,1979
0.29606,2.7341,187.53,13,1,1979
0.29561,2.6302,202.45,13,1,1979
0.27148,2.56,217.23,14,1,1979
0.24301,2.6289,221.38,14,1,1979
0.19087,2.7065,227.73,14,1,1979
0.14902,2.7934,235.99,14,1,1979
0.14079,2.3628,295.54,14,1,1979
0.25124,2.4683,353.45,14,1,1979
0.56259,3.0396,5.0236,14,1,1979
0.9708,3.9618,7.9405,14,1,1979
1.2049,4.588,6.9792,15,1,1979
1.2191,4.9832,8.5283,15,1,1979
