1,1,21,2.546,1.8743,0.53492,6.4815,6.2336,0.29156,42.965,12.724
2,1,30,2.4001,1.7367,0.49097,7.0524,6.3698,0.5519,99.216,166.74
3,1,30,1.8282,1.4188,0.27478,5.3084,4.9911,0.29305,247.63,24.773
4,1,33,1.9557,1.4987,0.29667,5.5762,5.2405,0.35086,300.85,10.556
5,2,33,2.1852,1.6194,0.35123,6.2426,5.5134,0.6379,273.93,33.002
6,2,12,1.5305,1.3092,0.18917,4.4967,4.1459,0.28835,166.88,4.5429
7,2,63,2.2352,1.3261,0.30833,6.1515,5.3479,0.40542,315.48,10.27
8,2,111,2.0175,1.4839,0.29109,6.283,5.0758,0.73991,66.218,28.349
9,3,30,2.4219,1.881,0.46004,7.3856,6.9053,0.44761,13.881,4.2414
10,4,12,1.2474,1.1311,0.093416,6.0209,5.2356,0.64425,4.8764,1.4409
11,7,12,1.1534,1.0904,0.057859,5.1553,4.9526,0.21909,306.03,2.7311
12,7,33,1.3783,1.1523,0.11237,5.0954,4.8782,0.14353,275.06,3.7673
13,8,60,1.5823,1.2424,0.15492,5.2256,4.8314,0.26388,271.32,38.815
14,9,30,2.064,1.5325,0.37896,6.1621,5.6257,0.41394,299.12,9.667
15,9,21,1.7092,1.3797,0.2535,6.0225,5.6967,0.44869,293.89,8.2145
16,9,54,1.8835,1.4378,0.27607,6.0864,5.3617,0.52481,314.2,30.936
17,9,27,1.7699,1.401,0.24777,5.9571,5.4136,0.53531,284,12.96
18,9,24,1.3917,1.2536,0.13416,5.1188,4.8498,0.22332,195.1,173.71
19,9,15,1.2186,1.1494,0.085723,5.198,5.0244,0.168,308.9,4.1617
20,9,12,1.1643,1.0922,0.061889,5.5119,5.2079,0.2275,341.13,3.1635
21,10,21,1.185,1.1112,0.064375,5.5762,5.3263,0.15039,179.36,187.31
22,10,27,1.6347,1.343,0.20628,5.7024,5.3307,0.31305,296.23,5.1112
23,11,24,1.6073,1.4091,0.13826,4.5926,4.4129,0.18394,197.41,6.5913
24,11,18,1.395,1.2831,0.11407,5.156,4.9472,0.36417,288.39,6.8618
25,11,60,2.5695,1.8929,0.50032,7.4244,6.0187,1.1429,284.33,56.186
26,11,21,2.0989,1.6342,0.35382,6.0509,5.667,0.34739,300.74,9.6372
27,12,12,1.1489,1.1036,0.032216,5.045,4.8472,0.14066,293.53,2.7466
28,12,72,2.3436,1.7148,0.45046,6.425,5.6823,0.675,291.49,28.349
29,12,39,1.8524,1.447,0.25222,6.3526,5.7508,0.34243,68.433,117.75
30,12,36,1.3405,1.1296,0.087808,4.7789,4.3318,0.22165,227.48,17.943
31,12,21,1.2738,1.1338,0.090319,4.1748,3.997,0.11635,176.94,1.7069
32,1,45,2.3165,1.7273,0.44515,6.8197,6.2372,0.58541,339.89,4.5302
33,1,18,1.2404,1.1225,0.084373,5.5869,5.1841,0.33093,287.59,6.3065
34,1,48,1.9117,1.346,0.24784,6.3187,5.5162,0.46135,335.37,13.535
35,1,12,2.1596,1.7565,0.33599,6.0459,5.5321,0.57176,274.09,21.004
36,2,21,1.7678,1.4967,0.22856,5.8275,5.3295,0.41838,298.94,30.292
37,3,33,1.6303,1.3621,0.17703,5.3958,5.1421,0.21877,300.6,7.9066
38,3,57,2.8192,1.8958,0.49848,7.3376,6.3893,0.65655,342.28,6.1984
39,4,33,2.8227,1.9639,0.59053,6.5053,5.8705,0.68509,286.04,18.853
40,4,24,1.3345,1.2306,0.10574,5.2066,5.0544,0.21396,13.458,2.1917
41,5,30,1.2713,1.147,0.08628,5.2329,5.1016,0.11124,11.167,3.9211
42,7,33,2.8015,1.8262,0.63241,6.9411,6.2273,0.76117,288.72,130.13
43,7,27,1.6921,1.3904,0.18258,5.4039,5.0329,0.46243,264.49,19.729
44,8,33,1.4825,1.2605,0.17947,5.3789,5.0769,0.37102,282.41,8.0173
45,8,90,2.7567,1.528,0.52168,6.6602,5.3316,0.67283,290.99,19.064
46,9,24,1.8822,1.5342,0.28876,6.7922,6.1691,0.43241,7.9265,2.9558
47,9,48,1.5195,1.2999,0.15646,5.4456,5.1561,0.24117,284.87,21.27
48,9,30,1.9635,1.5383,0.33389,5.9567,5.4996,0.59904,320.03,16.842
49,10,51,2.261,1.669,0.41976,6.5366,5.9066,0.62157,322.73,31.396
50,10,27,1.8751,1.366,0.29046,6.1893,5.0978,0.73691,82.103,94.724
51,10,18,1.3888,1.2335,0.11576,5.1266,4.8857,0.19109,279.33,7.5958
52,10,39,2.6663,1.7551,0.5947,7.957,6.7611,1.1624,327.38,26.578
53,10,15,1.7762,1.5108,0.2515,5.6822,5.285,0.481,283.69,7.4917
54,10,24,1.7421,1.3888,0.23526,6.3874,5.9091,0.29985,87.282,152.67
55,11,42,1.9934,1.4153,0.34787,6.6132,5.7779,0.70028,317.91,41.348
56,11,27,1.6501,1.3205,0.18938,5.7993,5.0794,0.54382,268.99,18.716
57,11,63,2.9092,1.6471,0.60539,7.6623,5.7469,1.3092,284.06,62.353
58,11,27,1.9067,1.5367,0.30307,5.9192,5.5825,0.30816,293.77,4.5245
59,11,12,1.4182,1.219,0.14379,5.6454,5.007,0.59586,179.9,163.68
60,11,27,2.0147,1.5569,0.32272,6.4301,5.9219,0.35424,14.474,6.7053
61,12,33,1.4844,1.2464,0.14938,5.0891,4.7935,0.2552,238.29,22.354
62,12,33,2.1533,1.386,0.3797,6.7206,5.824,0.64979,325.25,11.875
63,12,102,2.1859,1.5735,0.30464,6.1964,5.6739,0.35323,302.44,25.433
64,12,18,1.6893,1.4573,0.22822,5.388,5.1475,0.31898,308.11,8.2417
65,12,24,2.41,1.5627,0.5,6.5276,5.3838,0.92585,265.72,26.24
66,12,42,1.526,1.2374,0.16158,6.0019,5.311,0.54431,296.06,32.873
67,12,18,1.1839,1.1375,0.068086,4.5971,4.2017,0.22914,197.24,30.357
68,12,39,3.1774,1.6315,0.66842,6.847,5.565,0.76569,289.2,21.711
69,12,126,2.1709,1.5367,0.28363,6.2676,5.648,0.43113,287.97,21.21
70,1,54,1.7939,1.3054,0.28708,5.7579,5.0132,0.41555,265.15,50.494
71,1,15,1.2904,1.1875,0.10919,4.5705,4.4247,0.12617,217.92,10.197
72,1,21,2.0671,1.5467,0.39375,5.1242,4.6877,0.32926,207.56,19.98
73,1,36,1.6007,1.3549,0.19816,5.2466,4.9614,0.31581,263.56,8.7757
74,1,15,1.9906,1.6527,0.30971,6.2752,5.9639,0.40993,352.72,3.2864
75,1,63,1.9269,1.4761,0.28867,5.9766,5.4445,0.32566,297.34,4.9828
76,2,45,3.0859,1.5791,0.53746,6.8622,5.5659,0.65128,283.2,16.971
77,2,27,2.111,1.6349,0.33652,6.0905,5.4897,0.70705,280.61,35.568
78,2,33,3.4358,2.0733,0.84233,7.4183,6.2305,0.85272,305.52,15.685
79,3,36,2.2259,1.5017,0.4128,6.2781,5.6514,0.59525,304.5,21.176
80,3,12,1.2818,1.1751,0.090076,5.8417,5.5526,0.35783,145.12,190.01
81,4,81,1.9254,1.3505,0.25743,6.8977,5.5773,0.56418,242.86,156.03
82,4,18,1.6869,1.3237,0.25692,5.4395,5.1345,0.31185,348.66,1.4053
83,6,33,2.7745,1.9206,0.59217,7.2618,6.5723,0.6384,322.79,16.116
84,6,12,1.4626,1.2469,0.17953,5.0739,4.7814,0.32012,339.81,9.6228
85,7,21,1.1698,1.112,0.049628,4.8089,4.7447,0.097659,260.64,159.16
86,8,12,1.1748,1.1097,0.072044,5.4433,5.2203,0.17398,6.3233,1.2603
87,8,24,1.4457,1.1699,0.14472,5.3019,5.0516,0.18013,291.53,12.351
88,8,12,1.6907,1.396,0.2685,5.9401,5.753,0.25132,357.53,0.49631
89,8,81,2.6556,1.805,0.4653,7.3003,6.1417,0.67831,340.25,10.282
90,9,18,1.1974,1.1086,0.058727,5.5021,5.3471,0.18003,4.7819,0.67674
91,10,33,1.8105,1.3859,0.22854,6.1607,5.5034,0.38013,271.56,13.633
92,10,24,2.0442,1.6711,0.28021,5.721,5.3527,0.28114,274.06,6.3614
93,10,33,1.6789,1.4138,0.1787,5.4722,5.1212,0.25648,279.05,4.703
94,10,30,1.646,1.3307,0.17832,6.4519,5.843,0.56256,254.28,151.44
95,10,12,1.3096,1.1762,0.12809,5.1319,4.7945,0.35753,270.34,6.1772
96,11,21,2.1709,1.5913,0.38483,6.0078,5.5052,0.44001,311.36,4.6213
97,11,27,5.0738,2.6967,1.3423,8.2996,6.7411,1.2645,314.54,30.09
98,11,84,2.6787,1.7392,0.51029,7.4629,6.3241,0.68689,332.1,26.439
99,11,18,1.3385,1.1861,0.098171,5.2201,4.9411,0.29203,301.93,10.33
100,11,45,3.3873,1.9761,0.73436,7.4106,5.8734,1.1647,269.45,43.311
101,11,15,1.3545,1.2727,0.11343,5.4495,5.2023,0.23866,290.92,1.8756
102,11,72,3.4239,2.1214,0.71159,7.1765,6.1629,0.69685,288.04,35.866
103,12,75,1.6978,1.3185,0.18811,5.862,5.2746,0.36198,295.71,27.19
104,12,33,1.5216,1.2433,0.14478,6.1788,5.1273,0.68443,264.47,28.463
105,12,45,1.6021,1.2389,0.16726,5.2669,4.8778,0.3281,280.17,22.765
106,12,30,2.0712,1.5196,0.35313,6.3034,5.525,0.67558,294.07,45.499
107,12,39,1.6386,1.4061,0.17819,6.7836,6.1282,0.58727,330.59,19.74
108,12,24,1.6885,1.3192,0.25055,5.593,5.2151,0.33322,332.65,13.732
109,1,156,3.5534,1.9052,0.69951,8.0533,6.069,0.92209,187.33,144.16
110,1,24,1.616,1.4141,0.13622,5.8599,5.3947,0.36777,294.03,4.5366
111,1,24,1.299,1.1781,0.07321,4.8781,4.5307,0.26793,237.71,19.896
112,1,36,3.7079,2.5149,0.81558,7.9331,6.625,1.1743,307.9,94.785
113,3,18,1.3516,1.2507,0.090106,5.306,5.0568,0.29095,279.55,7.7252
114,3,30,1.6017,1.3158,0.18882,5.4448,4.9325,0.4145,270.71,22.019
115,4,24,1.6818,1.3456,0.18565,5.5137,5.0667,0.31532,284.54,8.9238
116,4,27,2.1005,1.7309,0.30123,6.2252,5.7586,0.43262,355.96,2.7129
117,6,21,1.675,1.4677,0.1761,5.8954,5.6092,0.31805,2.7521,0.67002
118,6,45,2.4192,1.8644,0.46032,6.4494,5.954,0.50299,326.53,18.475
119,8,21,1.1738,1.0887,0.064195,5.0908,4.9856,0.089324,301.99,4.9611
120,8,24,1.3445,1.2465,0.099706,5.4908,5.1638,0.38349,288.74,9.651
121,8,12,1.2665,1.1676,0.071567,4.8098,4.7181,0.083935,262.07,6.7912
122,9,60,1.8166,1.3078,0.24384,6.0005,5.2724,0.4584,287.55,13.478
123,10,15,1.9049,1.448,0.33283,6.068,5.8478,0.18261,346.73,8.0953
124,11,87,2.8166,1.5379,0.50789,7.914,5.8714,0.97306,296.28,84.131
125,11,18,1.2848,1.1217,0.093363,4.3244,4.2434,0.061031,212.08,14.242
126,11,54,1.75,1.4688,0.21875,5.9307,5.4688,0.34983,276,22.587
127,12,24,1.6849,1.3508,0.24471,6.3556,5.7848,0.52536,320.14,23.756
128,12,12,1.3232,1.1557,0.12344,4.8887,4.5533,0.32399,258.6,11.279
129,12,57,3.0283,1.9827,0.55872,6.9663,5.5965,0.81592,253.28,30.573
130,12,15,1.7022,1.3884,0.26502,4.6508,4.3601,0.26914,189.5,12.243
131,12,39,2.6539,1.7276,0.52038,7.3435,6.3207,0.83393,350.79,7.6497
