126,11,1.75,54,24,30,1.5109,1.6178,0.25179
127,12,1.6849,24,9,15,1.2953,1.2808,0.21737
128,12,1.3232,12,6,6,1.1224,1.1224,0.12233
129,12,3.0283,57,27,30,1.9823,1.8005,0.62126
130,12,1.7022,15,9,6,1.3057,1.3057,0.25456
131,12,2.6539,39,21,18,1.5605,1.4594,0.4618
132,1,1.6271,12,3,9,1.2902,1.2902,0.2283
133,1,2.2871,84,69,15,1.7404,1.8344,0.35829
134,1,1.7489,24,15,9,1.4024,1.3727,0.27859
135,1,3.7635,135,18,117,2.3318,2.0494,0.90475
136,1,2.7869,69,51,18,1.766,1.6969,0.55071
137,1,3.4233,33,9,24,1.7466,1.6833,0.53534
138,2,2.1855,39,6,33,1.64,1.655,0.33586
139,2,1.4061,15,6,9,1.2415,1.249,0.15419
140,2,1.7263,33,15,18,1.418,1.4725,0.22736
141,2,1.7213,21,9,12,1.4074,1.4163,0.23398
142,2,1.7088,24,9,15,1.3902,1.41,0.25992
143,3,1.5994,18,9,9,1.3178,1.3598,0.24338
144,3,3.0674,27,12,15,1.6753,1.5384,0.57382
145,3,2.3912,72,60,12,1.4185,1.2243,0.46172
146,4,1.4351,72,48,24,1.3269,1.3563,0.095829
147,6,1.9004,18,6,12,1.4038,1.3821,0.37051
148,6,1.1676,12,6,6,1.0812,1.0812,0.058619
149,6,1.4649,12,6,6,1.1727,1.1727,0.13668
150,7,1.3041,15,6,9,1.1642,1.1717,0.10126
151,7,1.7136,15,6,9,1.3423,1.3282,0.30235
152,7,1.5071,15,3,12,1.2014,1.2008,0.16201
153,7,1.7411,15,9,6,1.4914,1.4914,0.26043
154,8,1.3666,15,6,9,1.191,1.2188,0.17243
155,8,1.1475,12,3,9,1.0854,1.0967,0.030237
156,8,2.1066,30,6,24,1.3824,1.2982,0.32388
157,9,1.7512,72,9,63,1.3871,1.3817,0.12224
158,9,2.4691,39,9,30,1.7543,1.7636,0.53974
159,9,3.5905,39,6,33,1.8753,1.6603,0.72247
160,9,1.4323,42,24,18,1.1221,1.0802,0.099467
161,9,1.5041,27,15,12,1.282,1.2927,0.14678
162,10,2.6009,54,27,27,1.5668,1.5781,0.45793
163,10,1.833,27,12,15,1.5109,1.572,0.21888
164,10,2.1124,75,27,48,1.4167,1.251,0.38503
165,10,1.3607,33,3,30,1.1769,1.1511,0.089714
166,10,1.6933,42,21,21,1.3777,1.4492,0.18658
167,10,1.4,36,21,15,1.2767,1.3205,0.095137
168,11,2.1212,39,24,15,1.506,1.4364,0.33128
169,11,3.0094,186,18,168,1.4891,1.3659,0.35408
170,11,1.964,39,18,21,1.5749,1.7431,0.33774
171,11,2.875,78,48,30,1.5261,1.4148,0.49626
172,11,2.3499,30,9,21,1.7305,1.7396,0.46468
173,11,1.5489,33,9,24,1.2222,1.2338,0.1603
174,12,1.1877,15,9,6,1.0861,1.0861,0.039103
175,12,1.1377,24,3,21,1.081,1.0981,0.040071
176,12,1.4617,18,12,6,1.2857,1.2857,0.15189
177,12,2.7321,63,9,54,1.6312,1.6546,0.51641
178,12,1.3295,15,3,12,1.2276,1.2512,0.058681
179,12,2.7109,72,33,39,2.0047,2.1222,0.45352
180,12,2.9688,126,12,114,1.7822,1.5257,0.50848
181,1,1.1936,12,6,6,1.1022,1.1022,0.047871
182,1,1.9954,12,6,6,1.4835,1.4835,0.31261
183,1,2.3343,27,15,12,1.5897,1.5349,0.44648
184,1,1.6422,39,27,12,1.3117,1.2959,0.23603
185,3,1.2631,15,6,9,1.1812,1.1936,0.085034
186,3,1.1797,24,6,18,1.0795,1.0771,0.051632
187,4,3.1117,45,30,15,1.9993,2.0038,0.6033
188,6,1.3596,12,6,6,1.1827,1.1827,0.13046
189,6,1.5667,30,6,24,1.2782,1.2435,0.2102
190,7,1.4001,18,9,9,1.2234,1.2685,0.12467
191,8,1.1625,12,6,6,1.0795,1.0795,0.063498
192,9,1.1117,12,9,3,1.0155,1.0155,0
193,9,1.4497,18,9,9,1.2071,1.2236,0.11891
194,9,1.7276,57,21,36,1.5856,1.6276,0.14896
195,9,1.4861,15,3,12,1.2452,1.2378,0.1401
196,10,1.2653,27,6,21,1.1295,1.1494,0.080839
197,10,2.2026,111,84,27,1.5819,1.5238,0.31985
198,10,2.0327,54,27,27,1.3843,1.2693,0.32916
199,10,1.3586,18,6,12,1.17,1.1836,0.12907
200,11,1.277,36,9,27,1.1294,1.1083,0.087734
201,11,1.236,51,36,15,1.1595,1.1531,0.054615
202,11,2.0637,54,3,51,1.3867,1.221,0.30165
203,12,1.9795,33,9,24,1.3251,1.2504,0.25534
204,12,1.9786,78,33,45,1.5784,1.6112,0.29182
205,1,1.1486,15,3,12,1.0288,1.0199,0.032562
206,1,1.2529,24,12,12,1.1457,1.1612,0.075229
207,1,1.6169,57,27,30,1.2562,1.2856,0.13423
208,1,1.4228,18,9,9,1.3002,1.353,0.14623
209,1,1.6104,21,12,9,1.3233,1.3386,0.25115
210,2,2.1874,39,6,33,1.4208,1.3303,0.33289
211,2,3.1663,48,15,33,2.2491,2.3099,0.62404
212,2,2.8242,69,30,39,1.611,1.6056,0.50629
213,3,2.3252,24,15,9,1.5962,1.5595,0.47332
214,4,1.5012,18,6,12,1.3847,1.3864,0.072717
215,5,1.4715,48,33,15,1.2617,1.2942,0.16337
216,6,1.1646,12,3,9,1.0572,1.053,0.036681
217,7,1.379,12,6,6,1.1753,1.1753,0.10642
218,7,1.9022,27,12,15,1.354,1.3607,0.28004
219,8,1.7314,54,24,30,1.2901,1.256,0.15278
220,9,1.4583,12,6,6,1.2466,1.2466,0.17543
221,9,2.3651,108,57,51,1.7233,1.6994,0.37546
222,9,1.5617,42,21,21,1.3388,1.3203,0.16917
223,9,1.2945,12,6,6,1.1427,1.1427,0.10274
224,9,1.588,57,45,12,1.3505,1.3578,0.20727
225,10,3.2853,60,36,24,2.1819,2.3198,0.77917
226,10,1.6302,21,6,15,1.3445,1.3951,0.21123
227,10,1.1513,15,9,6,1.1177,1.1177,0.045043
228,10,1.2526,15,9,6,1.1513,1.1513,0.088671
229,10,1.1272,18,9,9,1.064,1.081,0.051795
230,11,1.6575,51,33,18,1.2957,1.2917,0.16028
231,11,1.442,12,9,3,1.4115,1.4115,0
232,11,2.0146,51,39,12,1.4373,1.4403,0.34761
233,11,2.314,54,24,30,1.5981,1.7191,0.45165
234,11,1.8387,30,21,9,1.4254,1.4176,0.27393
235,12,2.0135,24,12,12,1.4204,1.4129,0.26749
236,12,2.4432,39,9,30,1.5245,1.435,0.27667
237,12,1.8105,21,15,6,1.3908,1.3908,0.23179
238,12,1.3408,15,6,9,1.1762,1.1782,0.071072
239,1,2.2178,30,12,18,1.5366,1.4918,0.39299
240,1,2.9767,21,6,15,1.6117,1.4587,0.61127
241,1,1.1309,15,12,3,1.0904,1.0904,0
242,1,2.5982,48,9,39,1.8151,1.9098,0.54006
243,2,1.4445,36,24,12,1.2689,1.2775,0.13839
244,2,1.4491,30,6,24,1.1998,1.1846,0.11467
245,2,1.5797,15,9,6,1.2668,1.2668,0.16073
246,2,1.7267,45,33,12,1.3518,1.3607,0.22701
247,3,1.4091,18,3,15,1.1524,1.1589,0.092913
248,4,3.0233,60,18,42,1.8515,1.8087,0.58446
249,4,1.1625,15,9,6,1.0945,1.0945,0.049568
250,5,1.5215,15,3,12,1.2802,1.2882,0.14239
251,6,1.3122,12,3,9,1.1323,1.1486,0.088331
252,6,1.5292,39,24,15,1.2818,1.3313,0.16995
253,6,1.5414,27,12,15,1.2469,1.2707,0.17368
254,7,1.0552,12,6,6,1.0339,1.0339,0.0065054
255,7,1.9042,81,27,54,1.3531,1.2066,0.29683
256,8,1.5023,27,12,15,1.2405,1.2178,0.17086
257,9,1.3827,30,9,21,1.1654,1.1245,0.11048
258,9,1.3558,12,9,3,1.1762,1.1762,0
259,9,1.5076,54,9,45,1.1734,1.1814,0.11478
260,9,1.4592,33,27,6,1.33,1.33,0.14234
261,9,2.1045,87,63,24,1.4284,1.3895,0.22589
262,9,1.8056,30,9,21,1.3703,1.4013,0.22524
263,10,2.4646,66,27,39,1.5853,1.4837,0.36914
264,10,1.2142,12,6,6,1.1075,1.1075,0.073539
265,10,2.6297,21,3,18,1.4238,1.2673,0.45424
266,10,1.3051,24,15,9,1.1696,1.1926,0.11735
267,11,2.1155,36,18,18,1.5384,1.5277,0.4104
268,11,1.2188,21,12,9,1.1764,1.1871,0.040816
269,11,3.475,42,21,21,2.0998,2.0881,0.78511
270,11,1.5366,12,3,9,1.2957,1.301,0.17861
271,11,1.5043,15,6,9,1.3169,1.3489,0.16116
272,11,1.0484,12,6,6,1.0332,1.0332,0.013364
273,12,3.3325,135,15,120,1.5898,1.5741,0.3391
274,12,1.7247,21,12,9,1.2693,1.2669,0.24936
275,12,2.3188,87,18,69,1.4764,1.45,0.30749
276,12,3.2986,45,21,24,2.0422,2.0317,0.78741
277,1,1.6565,21,12,9,1.2906,1.2784,0.20288
278,1,1.8669,24,9,15,1.3893,1.3923,0.25477
279,1,2.6246,99,75,24,1.8036,1.76,0.48489
280,1,2.3733,39,15,24,1.7084,1.7034,0.41029
281,1,1.3936,15,6,9,1.2775,1.3009,0.11914
282,1,2.7102,51,15,36,1.691,1.7082,0.39375
283,2,1.7766,57,30,27,1.6224,1.651,0.10082
284,4,1.4569,57,42,15,1.2506,1.2515,0.16299
285,4,1.4625,18,9,9,1.2355,1.2277,0.16289
286,5,1.4509,30,15,15,1.2253,1.2314,0.15077
287,5,1.5697,27,6,21,1.2647,1.2255,0.15292
288,5,1.5589,18,6,12,1.3708,1.4126,0.18153
289,6,1.1844,12,9,3,1.0713,1.0713,0
290,7,1.2073,15,6,9,1.1187,1.1022,0.063966
291,8,1.3107,30,9,21,1.1822,1.1893,0.06233
292,8,2.1268,21,6,15,1.5341,1.5304,0.36085
293,8,1.8101,27,6,21,1.4054,1.4075,0.24087
294,9,1.3304,24,3,21,1.1886,1.2029,0.10768
295,9,1.313,12,6,6,1.1262,1.1262,0.16249
296,9,1.6478,21,9,12,1.3929,1.4294,0.24981
297,9,2.2187,39,18,21,1.6383,1.779,0.37155
298,9,1.6246,27,12,15,1.3239,1.3665,0.19284
299,9,1.7588,48,27,21,1.2163,1.1863,0.181
300,10,1.0513,12,0,12,1.0183,1.0124,0.01906
301,11,1.211,12,3,9,1.1162,1.1234,0.061862
302,11,1.242,30,6,24,1.1128,1.0991,0.079784
303,11,1.2738,12,6,6,1.1121,1.1121,0.094045
304,11,1.292,12,6,6,1.1325,1.1325,0.088318
305,12,3.0496,168,99,69,1.7128,1.6273,0.53386
306,12,1.3409,12,6,6,1.179,1.179,0.11215
307,12,1.6474,18,9,9,1.2879,1.2829,0.2032
308,12,1.2123,15,3,12,1.1566,1.1571,0.019432
309,12,1.7236,18,9,9,1.4976,1.5227,0.2264
310,12,2.7388,36,21,15,1.7039,1.5595,0.59889
311,1,1.1744,24,6,18,1.0704,1.075,0.038552
312,1,1.3576,33,6,27,1.1593,1.1511,0.069067
313,2,1.2336,27,9,18,1.142,1.1757,0.076511
314,3,3.1313,48,24,24,1.9425,1.8843,0.67018
315,4,1.5296,24,6,18,1.1524,1.1172,0.13467
316,4,2.4781,24,12,12,1.6972,1.6797,0.42194
317,4,1.1877,12,0,12,1.0967,1.1128,0.043754
318,4,2.9725,111,27,84,1.5229,1.2443,0.54845
319,6,1.8109,27,12,15,1.3166,1.2886,0.27643
320,6,1.3861,18,6,12,1.1554,1.1322,0.129
321,6,1.2155,42,24,18,1.1274,1.1323,0.066046
322,6,1.3904,15,6,9,1.1556,1.1518,0.1014
323,8,1.3559,39,33,6,1.1361,1.1361,0.12742
324,8,1.2325,15,3,12,1.1657,1.1928,0.081871
325,8,1.1788,18,6,12,1.1068,1.1252,0.061854
326,9,1.4003,15,6,9,1.2313,1.2373,0.16283
327,9,2.0758,75,27,48,1.367,1.3368,0.23673
328,9,1.7243,42,33,9,1.2831,1.2816,0.187
329,9,1.4854,21,15,6,1.1499,1.1499,0.16624
330,10,1.848,45,3,42,1.4254,1.347,0.27116
331,10,1.6965,51,39,12,1.2652,1.2609,0.23136
332,10,1.3584,30,15,15,1.1508,1.1757,0.094096
333,10,2.0959,51,9,42,1.6831,1.7348,0.25126
334,11,3.5005,48,27,21,2.0597,2.0084,0.72642
335,11,1.4213,15,9,6,1.1616,1.1616,0.1719
336,11,1.7554,33,18,15,1.4485,1.4606,0.23956
337,11,1.7636,33,9,24,1.4715,1.5781,0.23442
338,11,2.7618,30,6,24,1.947,1.985,0.58796
339,11,1.6428,24,9,15,1.3822,1.3763,0.19774
340,11,4.8923,90,60,30,2.5042,2.2576,1.2867
341,12,2.5671,36,15,21,1.7554,1.7631,0.55553
342,12,1.4785,42,18,24,1.2575,1.2645,0.081984
343,12,1.4197,24,12,12,1.2554,1.2609,0.14619
344,12,3.4777,57,30,27,2.0491,2.051,0.73888
345,12,2.7623,75,30,45,1.6332,1.5295,0.44175
346,12,1.6057,27,9,18,1.4079,1.4778,0.18332
347,12,3.1125,45,24,21,1.8993,1.7625,0.66625
348,12,2.1873,33,18,15,1.5354,1.475,0.46138
349,12,1.7691,21,6,15,1.4326,1.4971,0.30904
350,12,2.7677,42,12,30,1.8041,1.7007,0.57586
351,1,1.2652,12,6,6,1.1611,1.1611,0.11116
352,1,1.6494,15,3,12,1.3169,1.3255,0.25334
353,1,1.5621,15,9,6,1.2841,1.2841,0.18208
354,1,2.0981,21,12,9,1.3532,1.3128,0.33205
355,1,2.7311,123,30,93,1.5547,1.5111,0.38603
356,1,1.5228,12,6,6,1.1933,1.1933,0.14185
357,1,1.8345,33,24,9,1.3288,1.3337,0.30603
358,2,1.2775,18,6,12,1.1065,1.1082,0.066009
359,2,1.9822,75,18,57,1.423,1.451,0.20395
360,2,1.2705,18,9,9,1.1908,1.2427,0.11124
361,2,1.8154,33,18,15,1.5606,1.632,0.27592
362,2,1.7774,12,3,9,1.3514,1.3482,0.31301
363,2,2.2804,24,3,21,1.4727,1.4648,0.35232
364,3,1.3881,12,3,9,1.1215,1.1025,0.086818
365,3,1.6005,12,6,6,1.2822,1.2822,0.24607
366,3,2.5192,84,60,24,1.8433,1.9344,0.53468
367,4,2.0263,45,12,33,1.2932,1.1835,0.24424
368,4,1.2559,15,9,6,1.1725,1.1725,0.058266
369,5,1.4029,21,9,12,1.2286,1.2658,0.12985
370,5,1.3578,24,18,6,1.2159,1.2159,0.11879
371,6,1.445,15,6,9,1.181,1.1587,0.16816
372,6,1.3702,15,6,9,1.2087,1.2009,0.12099
373,6,1.3696,24,3,21,1.188,1.2173,0.082141
374,7,1.3011,18,12,6,1.1107,1.1107,0.043204
375,7,1.4597,27,9,18,1.1885,1.141,0.14198
376,7,1.3112,12,6,6,1.1147,1.1147,0.12332
377,7,1.3361,12,3,9,1.0742,1.0415,0.086006
378,8,1.4485,48,9,39,1.1592,1.1711,0.11518
379,8,1.3421,15,6,9,1.2245,1.2122,0.10594
380,8,1.1691,12,6,6,1.1138,1.1138,0.03776
381,8,2.0246,30,6,24,1.3823,1.281,0.37582
382,9,1.599,27,6,21,1.2858,1.3097,0.20839
383,9,3.2447,117,18,99,1.8624,1.8221,0.56203
384,10,1.6517,21,3,18,1.4082,1.4674,0.22123
385,10,1.6954,12,6,6,1.3115,1.3115,0.23292
386,10,1.5765,33,3,30,1.1453,1.1145,0.12677
387,10,1.4525,21,12,9,1.2322,1.2568,0.19035
388,10,1.4595,18,6,12,1.2241,1.2332,0.15662
389,11,2.8993,54,27,27,1.9847,2.1805,0.54647
390,11,2.7962,75,24,51,1.7509,1.3495,0.6517
391,11,2.7102,66,24,42,1.908,1.8936,0.47532
392,11,1.3817,18,12,6,1.1498,1.1498,0.14828
393,12,1.2855,12,3,9,1.1698,1.1742,0.097923
394,12,4.3283,138,108,30,2.1016,1.8468,0.93394
395,12,1.8122,81,36,45,1.3294,1.1998,0.22965
396,12,1.6389,15,0,15,1.3563,1.3468,0.22233
397,12,1.8571,12,3,9,1.2841,1.272,0.22604
398,1,1.4755,42,3,39,1.253,1.2641,0.13902
399,1,1.7477,27,18,9,1.4389,1.4535,0.21482
400,1,1.2698,12,6,6,1.1649,1.1649,0.068165
401,1,2.9442,93,21,72,1.7592,1.7197,0.50034
402,1,1.8847,36,27,9,1.4494,1.4327,0.33881
403,1,1.7339,42,15,27,1.5067,1.6276,0.24198
404,2,2.1317,15,6,9,1.5014,1.4797,0.32784
405,2,2.7339,60,30,30,1.6494,1.6254,0.50731
406,2,1.9656,36,6,30,1.4112,1.382,0.26439
407,2,2.4935,66,18,48,1.7791,1.8055,0.2909
408,3,2.8712,135,66,69,1.7362,1.6908,0.39804
409,3,1.6765,24,6,18,1.2965,1.27,0.23285
410,3,2.568,39,9,30,1.6784,1.6667,0.53216
411,3,2.5834,51,21,30,1.6371,1.424,0.53962
412,3,1.4755,48,18,30,1.2551,1.2409,0.12315
413,4,1.9581,33,15,18,1.5369,1.617,0.28842
414,5,1.4474,12,6,6,1.1492,1.1492,0.093762
415,5,1.2802,24,9,15,1.1029,1.0814,0.09275
416,6,1.4595,18,12,6,1.244,1.244,0.17621
417,7,1.543,84,39,45,1.1939,1.158,0.16791
418,7,1.1555,15,3,12,1.1023,1.1096,0.021925
419,8,1.6777,48,3,45,1.2384,1.1946,0.17937
420,8,1.518,18,6,12,1.3255,1.3417,0.16479
421,9,1.5438,42,27,15,1.2657,1.2371,0.13648
422,9,1.9406,51,18,33,1.5244,1.5207,0.17989
423,9,2.2234,69,57,12,1.4273,1.3998,0.31104
424,9,1.3143,12,3,9,1.1658,1.1664,0.11245
425,9,1.3286,33,15,18,1.2023,1.1995,0.074318
426,10,2.3347,18,3,15,1.6223,1.6426,0.43471
427,10,1.3557,21,18,3,1.0901,1.0901,0
428,10,1.3425,15,3,12,1.187,1.1986,0.11005
429,10,1.262,39,24,15,1.1121,1.1257,0.072573
430,10,2.2591,51,21,30,1.8241,1.9821,0.37231
431,10,1.4657,15,9,6,1.2524,1.2524,0.12841
432,10,1.8767,18,3,15,1.3152,1.2509,0.28759
433,11,1.4123,57,21,36,1.2571,1.2639,0.081501
434,11,1.9792,42,12,30,1.5043,1.4959,0.22775
435,11,2.4337,51,24,27,1.7131,1.7367,0.45968
436,12,1.5454,42,15,27,1.2321,1.1733,0.17144
437,12,1.5618,24,12,12,1.2734,1.2848,0.17049
438,12,1.7746,30,9,21,1.3913,1.3745,0.27006
439,12,1.2082,12,3,9,1.0439,1.015,0.051536
440,12,1.8499,15,3,12,1.3849,1.3675,0.26207
441,12,1.6572,54,45,9,1.4847,1.5587,0.1828
442,12,1.5736,33,6,27,1.3456,1.3418,0.11898
443,1,2.0669,15,6,9,1.4059,1.3828,0.30082
444,1,1.8298,21,9,12,1.3699,1.3605,0.29967
445,1,1.1993,12,0,12,1.1237,1.1146,0.05537
446,1,2.3295,33,18,15,1.526,1.449,0.46647
447,1,1.351,15,6,9,1.1641,1.1621,0.15406
448,1,1.2894,15,6,9,1.1244,1.1187,0.061301
449,1,1.2031,18,12,6,1.1123,1.1123,0.081883
450,1,1.742,27,12,15,1.3818,1.3789,0.22581
451,1,1.4156,39,15,24,1.2692,1.2682,0.11091
452,2,1.3032,24,18,6,1.1598,1.1598,0.10055
453,2,1.225,24,15,9,1.1066,1.0808,0.10642
454,2,2.542,42,15,27,1.8319,1.8658,0.47588
455,2,2.4359,30,6,24,1.6314,1.5886,0.47712
456,2,2.3194,39,18,21,1.6898,1.7432,0.40532
457,4,1.3031,15,9,6,1.0975,1.0975,0.10225
458,4,1.7406,51,36,15,1.3596,1.3238,0.21043
459,5,1.1243,21,3,18,1.0323,1.0193,0.032151
460,5,1.5106,30,12,18,1.3906,1.4496,0.13213
461,5,2.1604,93,45,48,1.3821,1.4092,0.22663
462,6,1.5989,15,12,3,1.2594,1.2594,0
463,8,1.761,42,27,15,1.2644,1.1781,0.25171
464,9,2.4142,84,30,54,1.5626,1.547,0.42614
465,9,1.4216,24,3,21,1.2159,1.2152,0.12268
466,9,1.1511,15,12,3,1.0482,1.0482,0
467,10,1.6402,12,3,9,1.3042,1.3108,0.18754
468,10,2.0173,42,30,12,1.3301,1.3099,0.23863
469,10,1.4135,21,15,6,1.2253,1.2253,0.13322
470,10,2.4685,42,15,27,1.7453,1.7125,0.42919
471,11,1.532,18,9,9,1.2456,1.2334,0.2207
